Seq( ),RAJ2000(deg),DEJ2000(deg),M( ),Jmag(mag),e_Jmag(mag),o_Jmag( ),Hmag(mag),e_Hmag(mag),o_Hmag( ),Ksmag(mag),e_Ksmag(mag),o_Ksmag( ),J-H(mag),H-Ks(mag),J-Ks(mag),recno()
40190.0,296.21178,-14.74816, ,16.949,0.019,30.0,16.192,0.029,32.0,15.968,0.036,31.0,0.757,0.224,0.981,1590.0
40191.0,296.21178,-14.75017, ,18.593,0.072,24.0,17.734,0.061,26.0,17.518,0.096,28.0,0.859,0.216,1.075,1591.0
13796.0,296.21178,-14.78753, ,18.782,0.09,15.0,17.98,0.094,17.0,17.7,0.155,17.0,0.802,0.28,1.082,1592.0
11311.0,296.2118,-14.77465, ,17.235,0.02,13.0,16.82,0.034,16.0,16.663,0.059,14.0,0.415,0.157,0.572,1593.0
30363.0,296.2118,-14.96004, ,17.469,0.042,14.0,16.792,0.036,15.0,16.669,0.028,11.0,0.677,0.123,0.8,1594.0
20499.0,296.21183,-14.72304, ,17.082,0.032,15.0,16.53,0.021,14.0,16.332,0.054,15.0,0.552,0.198,0.75,1595.0
13107.0,296.21183,-14.84918, ,18.954,0.129,17.0,18.011,0.113,16.0,17.803,0.15,16.0,0.943,0.208,1.151,1596.0
11346.0,296.21186,-14.77085, ,16.875,0.022,16.0,16.405,0.045,18.0,16.276,0.052,16.0,0.47,0.129,0.599,1597.0
20586.0,296.21186,-14.6915, ,17.028,0.032,15.0,16.284,0.018,15.0,16.049,0.037,15.0,0.744,0.235,0.979,1598.0
13643.0,296.21186,-14.8004, ,18.951,0.116,16.0,18.037,0.06,14.0,17.809,0.096,15.0,0.914,0.228,1.142,1599.0
31375.0,296.21187,-14.97082, ,19.023,0.069,14.0,18.18,0.093,14.0,18.051,0.222,13.0,0.843,0.129,0.972,1600.0
11801.0,296.21188,-14.84141, ,18.18,0.046,13.0,17.463,0.053,15.0,17.252,0.052,14.0,0.717,0.211,0.928,1601.0
13469.0,296.21188,-14.81454, ,19.083,0.085,14.0,18.114,0.064,14.0,18.086,0.313,16.0,0.969,0.028,0.997,1602.0
10125.0,296.21189,-14.84427, ,15.826,0.012,15.0,15.174,0.017,17.0,15.012,0.024,17.0,0.652,0.162,0.814,1603.0
13586.0,296.21189,-14.80433, ,18.742,0.091,15.0,17.943,0.146,18.0,17.692,0.112,15.0,0.799,0.251,1.05,1604.0
13520.0,296.2119,-14.81027, ,18.52,0.15,18.0,18.053,0.145,15.0,17.971,0.047,10.0,0.467,0.082,0.549,1605.0
20834.0,296.21191,-14.74177, ,18.724,0.042,10.0,18.097,0.017,9.0,17.884,0.159,15.0,0.627,0.213,0.84,1606.0
20108.0,296.21192,-14.72252, ,15.802,0.005,12.0,15.046,0.011,14.0,14.783,0.033,15.0,0.756,0.263,1.019,1607.0
10149.0,296.21192,-14.81835, ,16.514,0.024,15.0,15.508,0.027,17.0,15.189,0.015,13.0,1.006,0.319,1.325,1608.0
40192.0,296.21192,-14.84997, ,17.784,0.037,27.0,17.159,0.063,31.0,16.867,0.069,28.0,0.625,0.292,0.917,1609.0
21278.0,296.21195,-14.65769, ,18.29,0.044,15.0,18.011,0.163,17.0,17.754,0.132,14.0,0.279,0.257,0.536,1610.0
13512.0,296.21197,-14.81069, ,18.972,0.144,14.0,18.055,0.097,15.0,17.784,0.124,16.0,0.917,0.271,1.188,1611.0
13262.0,296.21197,-14.83391, ,18.903,0.158,15.0,17.907,0.102,14.0,17.773,0.16,16.0,0.996,0.134,1.13,1612.0
20564.0,296.21199,-14.70029, ,17.772,0.051,14.0,17.031,0.046,16.0,16.862,0.09,16.0,0.741,0.169,0.91,1613.0
13430.0,296.21204,-14.81802, ,18.83,0.119,16.0,17.898,0.083,15.0,17.646,0.119,15.0,0.932,0.252,1.184,1614.0
13784.0,296.21206,-14.78878, ,18.708,0.058,13.0,17.824,0.109,13.0,17.643,0.092,18.0,0.884,0.181,1.065,1615.0
11222.0,296.21208,-14.78528, ,18.403,0.117,17.0,17.194,0.047,15.0,16.602,0.045,14.0,1.209,0.592,1.801,1616.0
13382.0,296.21211,-14.82145, ,18.526,0.055,13.0,18.073,0.057,14.0,18.058,0.171,16.0,0.453,0.015,0.468,1617.0
21131.0,296.21212,-14.69873, ,17.735,0.027,13.0,17.044,0.023,15.0,16.685,0.06,15.0,0.691,0.359,1.05,1618.0
20894.0,296.21212,-14.73601, ,18.595,0.063,13.0,17.716,0.068,15.0,17.401,0.107,15.0,0.879,0.315,1.194,1619.0
12132.0,296.21215,-14.81146, ,18.015,0.041,15.0,17.024,0.044,16.0,16.765,0.067,14.0,0.991,0.259,1.25,1620.0
40193.0,296.21216,-14.73924, ,17.934,0.056,31.0,17.567,0.081,29.0,17.391,0.124,29.0,0.367,0.176,0.543,1621.0
12471.0,296.21216,-14.78804, ,18.608,0.089,17.0,17.594,0.06,16.0,17.327,0.094,15.0,1.014,0.267,1.281,1622.0
21170.0,296.21217,-14.68911, ,18.154,0.054,14.0,17.412,0.029,13.0,17.225,0.062,15.0,0.742,0.187,0.929,1623.0
12691.0,296.21218,-14.76614, ,17.931,0.036,15.0,17.042,0.016,12.0,16.782,0.043,15.0,0.889,0.26,1.149,1624.0
11045.0,296.21221,-14.80314, ,17.414,0.038,17.0,16.654,0.031,18.0,16.383,0.043,15.0,0.76,0.271,1.031,1625.0
14039.0,296.21222,-14.76488, ,18.667,0.185,18.0,17.763,0.06,15.0,17.644,0.138,16.0,0.904,0.119,1.023,1626.0
10820.0,296.21223,-14.83023, ,17.355,0.055,18.0,16.355,0.036,18.0,15.961,0.027,14.0,1.0,0.394,1.394,1627.0
20147.0,296.21224,-14.66672, ,15.748,0.009,12.0,15.247,0.006,13.0,15.073,0.022,16.0,0.501,0.174,0.675,1628.0
40194.0,296.21224,-14.74955, ,17.434,0.036,27.0,16.506,0.036,34.0,16.137,0.052,33.0,0.928,0.369,1.297,1629.0
11812.0,296.21224,-14.84037, ,17.965,0.04,16.0,17.064,0.048,17.0,16.825,0.069,15.0,0.901,0.239,1.14,1630.0
31638.0,296.21225,-14.90166, ,18.649,0.054,12.0,17.781,0.078,15.0,17.571,0.128,13.0,0.868,0.21,1.078,1631.0
31506.0,296.21225,-14.93284, ,18.898,0.146,13.0,17.976,0.041,11.0,17.78,0.088,12.0,0.922,0.196,1.118,1632.0
12219.0,296.21234,-14.8057, ,18.315,0.106,17.0,17.326,0.058,17.0,16.941,0.095,17.0,0.989,0.385,1.374,1633.0
12535.0,296.21235,-14.78215, ,18.226,0.014,12.0,17.534,0.036,14.0,17.205,0.137,17.0,0.692,0.329,1.021,1634.0
10505.0,296.21235,-14.7722, ,16.681,0.026,16.0,16.248,0.018,14.0,16.134,0.017,13.0,0.433,0.114,0.547,1635.0
10498.0,296.21242,-14.77461, ,17.243,0.088,17.0,16.095,0.077,18.0,15.409,0.049,18.0,1.148,0.686,1.834,1636.0
40195.0,296.21246,-14.85352, ,17.524,0.018,24.0,17.006,0.04,31.0,16.898,0.057,27.0,0.518,0.108,0.626,1637.0
40196.0,296.21246,-14.8623, ,18.448,0.051,22.0,17.527,0.063,31.0,17.263,0.052,23.0,0.921,0.264,1.185,1638.0
13359.0,296.21248,-14.82309, ,18.826,0.152,17.0,18.134,0.133,17.0,18.038,0.071,13.0,0.692,0.096,0.788,1639.0
10808.0,296.21251,-14.83148, ,17.654,0.029,14.0,16.86,0.058,18.0,16.646,0.034,14.0,0.794,0.214,1.008,1640.0
10858.0,296.21251,-14.82497, ,17.555,0.032,14.0,16.561,0.029,16.0,16.195,0.03,16.0,0.994,0.366,1.36,1641.0
20908.0,296.21252,-14.73408, ,18.12,0.054,14.0,17.145,0.038,14.0,16.827,0.044,13.0,0.975,0.318,1.293,1642.0
31147.0,296.21253,-14.8731, ,17.719,0.078,14.0,16.818,0.05,14.0,16.404,0.063,12.0,0.901,0.414,1.315,1643.0
13971.0,296.21253,-14.77296, ,18.89,0.097,16.0,18.011,0.058,14.0,17.793,0.165,16.0,0.879,0.218,1.097,1644.0
10191.0,296.21255,-14.77153, ,16.195,0.015,14.0,15.221,0.021,17.0,14.892,0.02,16.0,0.974,0.329,1.303,1645.0
21472.0,296.21257,-14.74359, ,18.741,0.078,12.0,17.845,0.076,15.0,17.471,0.195,16.0,0.896,0.374,1.27,1646.0
13984.0,296.21259,-14.77103, ,18.544,0.153,17.0,17.774,0.093,17.0,17.646,0.092,13.0,0.77,0.128,0.898,1647.0
40197.0,296.21262,-14.74549, ,17.409,0.02,28.0,16.617,0.022,27.0,16.387,0.066,34.0,0.792,0.23,1.022,1648.0
13181.0,296.21263,-14.84095, ,18.837,0.053,14.0,18.162,0.115,16.0,18.03,0.138,14.0,0.675,0.132,0.807,1649.0
20858.0,296.21265,-14.74002, ,18.726,0.081,12.0,17.858,0.042,14.0,17.56,0.074,14.0,0.868,0.298,1.166,1650.0
21617.0,296.21266,-14.72738, ,18.986,0.103,16.0,18.16,0.045,12.0,17.836,0.127,15.0,0.826,0.324,1.15,1651.0
13878.0,296.21267,-14.78171, ,18.596,0.068,15.0,18.055,0.065,14.0,17.923,0.162,17.0,0.541,0.132,0.673,1652.0
30759.0,296.21269,-14.96444, ,17.716,0.037,13.0,17.279,0.034,13.0,17.196,0.08,13.0,0.437,0.083,0.52,1653.0
13910.0,296.2127,-14.77802, ,18.685,0.132,18.0,17.783,0.065,14.0,17.58,0.084,15.0,0.902,0.203,1.105,1654.0
21794.0,296.21273,-14.69481, ,18.733,0.058,14.0,17.888,0.104,16.0,17.596,0.084,14.0,0.845,0.292,1.137,1655.0
21136.0,296.21275,-14.69811, ,18.677,0.088,14.0,17.708,0.065,15.0,17.443,0.108,16.0,0.969,0.265,1.234,1656.0
31399.0,296.21276,-14.95957, ,18.851,0.064,11.0,17.973,0.052,12.0,17.765,0.255,14.0,0.878,0.208,1.086,1657.0
10531.0,296.21277,-14.75645, ,16.135,0.013,14.0,15.707,0.009,12.0,15.582,0.012,13.0,0.428,0.125,0.553,1658.0
40198.0,296.21277,-14.74468, ,17.733,0.054,32.0,16.821,0.034,34.0,16.512,0.043,26.0,0.912,0.309,1.221,1659.0
21518.0,296.21279,-14.7392, ,18.904,0.053,11.0,18.037,0.064,14.0,17.741,0.088,14.0,0.867,0.296,1.163,1660.0
40199.0,296.2128,-14.85247, ,16.618,0.025,29.0,15.699,0.023,31.0,15.349,0.029,28.0,0.919,0.35,1.269,1661.0
31605.0,296.21285,-14.9084, ,18.811,0.049,13.0,17.875,0.052,14.0,17.617,0.1,12.0,0.936,0.258,1.194,1662.0
12074.0,296.2129,-14.81589, ,18.231,0.049,15.0,17.394,0.067,15.0,17.198,0.071,15.0,0.837,0.196,1.033,1663.0
14001.0,296.2129,-14.76838, ,18.739,0.142,17.0,17.82,0.147,13.0,17.605,0.19,17.0,0.919,0.215,1.134,1664.0
30986.0,296.21291,-14.89883, ,18.033,0.037,12.0,17.232,0.029,12.0,17.066,0.057,12.0,0.801,0.166,0.967,1665.0
13918.0,296.21292,-14.77721, ,19.012,0.128,17.0,18.062,0.096,16.0,17.877,0.061,13.0,0.95,0.185,1.135,1666.0
20678.0,296.21293,-14.64258, ,17.007,0.025,14.0,16.51,0.032,17.0,16.352,0.061,16.0,0.497,0.158,0.655,1667.0
14062.0,296.21298,-14.76299, ,18.343,0.017,11.0,17.753,0.06,16.0,17.506,0.172,17.0,0.59,0.247,0.837,1668.0
30388.0,296.213,-14.94324, ,17.113,0.012,11.0,16.624,0.014,11.0,16.555,0.034,11.0,0.489,0.069,0.558,1669.0
21000.0,296.213,-14.72285, ,17.823,0.057,16.0,17.039,0.048,15.0,16.769,0.073,14.0,0.784,0.27,1.054,1670.0
12616.0,296.21303,-14.77427, ,18.563,0.042,12.0,17.662,0.087,16.0,17.382,0.096,14.0,0.901,0.28,1.181,1671.0
30086.0,296.21307,-14.95288, ,15.916,0.015,14.0,15.082,0.02,15.0,14.849,0.016,14.0,0.834,0.233,1.067,1672.0
10731.0,296.21308,-14.8413, ,17.682,0.039,15.0,16.74,0.024,15.0,16.412,0.049,15.0,0.942,0.328,1.27,1673.0
20336.0,296.21309,-14.62775, ,16.456,0.008,11.0,16.067,0.024,14.0,15.916,0.029,15.0,0.389,0.151,0.54,1674.0
11232.0,296.2131,-14.78364, ,17.616,0.043,16.0,16.698,0.029,16.0,16.382,0.059,17.0,0.918,0.316,1.234,1675.0
12128.0,296.21312,-14.8119, ,18.582,0.087,15.0,17.628,0.016,11.0,17.376,0.148,18.0,0.954,0.252,1.206,1676.0
12295.0,296.21312,-14.80075, ,18.852,0.093,16.0,17.878,0.034,13.0,17.583,0.128,17.0,0.974,0.295,1.269,1677.0
13830.0,296.21316,-14.78494, ,18.707,0.102,14.0,17.833,0.041,14.0,17.591,0.093,15.0,0.874,0.242,1.116,1678.0
11834.0,296.21318,-14.83828, ,18.158,0.038,14.0,17.153,0.054,15.0,16.602,0.056,17.0,1.005,0.551,1.556,1679.0
30519.0,296.21318,-14.89453, ,17.691,0.073,14.0,16.674,0.063,15.0,16.171,0.057,14.0,1.017,0.503,1.52,1680.0
10877.0,296.21319,-14.82236, ,16.828,0.019,16.0,16.678,0.037,16.0,16.675,0.04,15.0,0.15,0.003,0.153,1681.0
12134.0,296.21323,-14.8111, ,18.323,0.053,12.0,17.357,0.036,12.0,17.088,0.104,17.0,0.966,0.269,1.235,1682.0
20288.0,296.21329,-14.68382, ,16.149,0.009,14.0,15.671,0.016,15.0,15.511,0.023,14.0,0.478,0.16,0.638,1683.0
13253.0,296.21329,-14.8346, ,18.753,0.098,15.0,17.809,0.093,17.0,17.643,0.184,16.0,0.944,0.166,1.11,1684.0
11197.0,296.21336,-14.78768, ,17.839,0.019,12.0,16.93,0.043,16.0,16.633,0.032,13.0,0.909,0.297,1.206,1685.0
11025.0,296.2134,-14.80527, ,17.207,0.015,11.0,16.715,0.024,15.0,16.581,0.024,11.0,0.492,0.134,0.626,1686.0
40200.0,296.21341,-14.85595, ,17.162,0.026,29.0,16.691,0.041,32.0,16.58,0.03,23.0,0.471,0.111,0.582,1687.0
21886.0,296.21342,-14.66465, ,18.577,0.079,16.0,17.749,0.042,15.0,17.471,0.141,17.0,0.828,0.278,1.106,1688.0
11302.0,296.21346,-14.77572, ,17.822,0.068,16.0,16.842,0.055,18.0,16.564,0.068,17.0,0.98,0.278,1.258,1689.0
20641.0,296.21348,-14.66771, ,17.5,0.027,14.0,16.89,0.032,14.0,16.715,0.088,17.0,0.61,0.175,0.785,1690.0
30954.0,296.21348,-14.90517, ,17.93,0.133,14.0,17.436,0.148,15.0,17.382,0.099,12.0,0.494,0.054,0.548,1691.0
11911.0,296.21353,-14.83055, ,18.321,0.105,16.0,17.332,0.043,15.0,17.073,0.104,17.0,0.989,0.259,1.248,1692.0
10126.0,296.21354,-14.84364, ,15.96,0.011,12.0,15.088,0.013,16.0,14.85,0.022,17.0,0.872,0.238,1.11,1693.0
13353.0,296.21354,-14.82342, ,18.731,0.075,13.0,17.963,0.096,14.0,17.76,0.079,14.0,0.768,0.203,0.971,1694.0
20235.0,296.21355,-14.72647, ,16.312,0.012,14.0,15.725,0.013,14.0,15.529,0.018,12.0,0.587,0.196,0.783,1695.0
30207.0,296.21357,-14.92617, ,16.316,0.032,14.0,15.52,0.027,15.0,15.209,0.023,14.0,0.796,0.311,1.107,1696.0
11147.0,296.21359,-14.79268, ,17.882,0.026,12.0,17.148,0.045,14.0,16.873,0.079,15.0,0.734,0.275,1.009,1697.0
30812.0,296.21359,-14.94136, ,18.317,0.034,12.0,17.513,0.05,15.0,17.339,0.107,13.0,0.804,0.174,0.978,1698.0
12587.0,296.21364,-14.7771, ,18.58,0.116,16.0,17.618,0.085,15.0,17.379,0.102,17.0,0.962,0.239,1.201,1699.0
31046.0,296.21365,-14.88893, ,17.366,0.015,11.0,16.968,0.056,15.0,16.91,0.036,10.0,0.398,0.058,0.456,1700.0
11871.0,296.21366,-14.83488, ,18.145,0.071,17.0,17.215,0.034,15.0,16.969,0.05,13.0,0.93,0.246,1.176,1701.0
30144.0,296.21367,-14.87427, ,15.949,0.018,14.0,15.07,0.012,15.0,14.791,0.011,12.0,0.879,0.279,1.158,1702.0
31589.0,296.21367,-14.91292, ,18.892,0.16,14.0,18.055,0.052,13.0,17.825,0.138,13.0,0.837,0.23,1.067,1703.0
12157.0,296.21372,-14.80999, ,18.102,0.078,15.0,17.191,0.018,12.0,16.938,0.058,17.0,0.911,0.253,1.164,1704.0
11125.0,296.21373,-14.79477, ,17.772,0.022,13.0,16.828,0.03,15.0,16.57,0.077,18.0,0.944,0.258,1.202,1705.0
31776.0,296.21375,-14.87817, ,18.992,0.2,14.0,18.01,0.026,8.0,17.732,0.099,11.0,0.982,0.278,1.26,1706.0
40201.0,296.2138,-14.74488, ,18.152,0.042,31.0,17.45,0.016,19.0,17.246,0.097,33.0,0.702,0.204,0.906,1707.0
31123.0,296.2138,-14.87676, ,18.734,0.177,13.0,17.709,0.067,12.0,17.379,0.073,11.0,1.025,0.33,1.355,1708.0
11051.0,296.21382,-14.80204, ,17.841,0.042,15.0,16.868,0.028,14.0,16.357,0.062,18.0,0.973,0.511,1.484,1709.0
12513.0,296.21384,-14.78398, ,18.061,0.066,17.0,17.183,0.054,16.0,16.703,0.058,17.0,0.878,0.48,1.358,1710.0
10752.0,296.21387,-14.83837, ,17.945,0.071,15.0,16.978,0.049,13.0,16.736,0.05,14.0,0.967,0.242,1.209,1711.0
11893.0,296.21388,-14.83289, ,18.514,0.12,17.0,17.74,0.061,16.0,17.537,0.088,16.0,0.774,0.203,0.977,1712.0
13883.0,296.21389,-14.7815, ,18.661,0.103,14.0,17.782,0.039,12.0,17.548,0.095,16.0,0.879,0.234,1.113,1713.0
10802.0,296.21391,-14.83226, ,17.267,0.025,14.0,16.651,0.018,13.0,16.468,0.046,16.0,0.616,0.183,0.799,1714.0
30032.0,296.21395,-14.91504, ,13.985,0.007,14.0,13.601,0.005,14.0,13.517,0.01,12.0,0.384,0.084,0.468,1715.0
13860.0,296.21395,-14.78334, ,18.882,0.05,13.0,18.12,0.145,14.0,17.94,0.132,15.0,0.762,0.18,0.942,1716.0
21218.0,296.21396,-14.67762, ,18.382,0.013,10.0,17.575,0.06,15.0,17.322,0.071,14.0,0.807,0.253,1.06,1717.0
10010.0,296.21398,-14.82684, ,13.161,0.009,17.0,12.751,0.009,17.0,12.673,0.012,16.0,0.41,0.078,0.488,1718.0
31755.0,296.21398,-14.88118, ,18.762,0.096,12.0,17.861,0.071,14.0,17.622,0.155,12.0,0.901,0.239,1.14,1719.0
20749.0,296.214,-14.75055, ,18.477,0.073,13.0,17.782,0.049,14.0,17.621,0.044,11.0,0.695,0.161,0.856,1720.0
12285.0,296.21411,-14.80144, ,18.397,0.041,13.0,17.489,0.028,14.0,17.269,0.054,14.0,0.908,0.22,1.128,1721.0
10854.0,296.21412,-14.82517, ,16.9,0.022,14.0,16.392,0.024,14.0,16.275,0.039,15.0,0.508,0.117,0.625,1722.0
21869.0,296.21413,-14.67214, ,18.788,0.081,13.0,18.003,0.095,16.0,17.705,0.2,16.0,0.785,0.298,1.083,1723.0
11870.0,296.21414,-14.83492, ,18.04,0.033,13.0,17.132,0.046,16.0,16.896,0.074,16.0,0.908,0.236,1.144,1724.0
11194.0,296.21416,-14.78777, ,17.524,0.038,15.0,16.612,0.042,17.0,16.285,0.039,14.0,0.912,0.327,1.239,1725.0
12356.0,296.21416,-14.79702, ,18.785,0.098,16.0,17.859,0.092,17.0,17.629,0.145,16.0,0.926,0.23,1.156,1726.0
30953.0,296.21418,-14.90516, ,18.349,0.047,13.0,17.43,0.089,15.0,17.137,0.061,10.0,0.919,0.293,1.212,1727.0
30937.0,296.21421,-14.90816, ,18.016,0.049,13.0,17.397,0.023,12.0,17.039,0.06,12.0,0.619,0.358,0.977,1728.0
30179.0,296.21423,-14.95136, ,15.948,0.01,13.0,15.614,0.005,13.0,15.554,0.023,13.0,0.334,0.06,0.394,1729.0
12734.0,296.21423,-14.76151, ,18.283,0.076,16.0,17.432,0.048,15.0,17.25,0.098,15.0,0.851,0.182,1.033,1730.0
10756.0,296.21424,-14.83787, ,17.64,0.099,18.0,16.397,0.072,18.0,15.612,0.021,14.0,1.243,0.785,2.028,1731.0
10821.0,296.21428,-14.82995, ,17.656,0.046,16.0,16.688,0.046,17.0,16.395,0.083,18.0,0.968,0.293,1.261,1732.0
21223.0,296.21429,-14.67634, ,18.464,0.064,15.0,17.695,0.04,16.0,17.492,0.09,14.0,0.769,0.203,0.972,1733.0
21056.0,296.21435,-14.7143, ,18.193,0.074,16.0,17.246,0.048,16.0,16.969,0.053,13.0,0.947,0.277,1.224,1734.0
13221.0,296.2144,-14.83689, ,18.533,0.097,18.0,17.775,0.043,15.0,17.621,0.108,17.0,0.758,0.154,0.912,1735.0
13575.0,296.2144,-14.80519, ,18.908,0.111,16.0,18.012,0.102,17.0,17.827,0.088,14.0,0.896,0.185,1.081,1736.0
21106.0,296.21441,-14.7055, ,17.881,0.03,12.0,17.195,0.047,17.0,17.047,0.115,15.0,0.686,0.148,0.834,1737.0
30527.0,296.21447,-14.89304, ,17.429,0.02,12.0,16.88,0.019,13.0,16.707,0.057,12.0,0.549,0.173,0.722,1738.0
11345.0,296.21449,-14.77085, ,17.283,0.066,16.0,16.241,0.034,14.0,15.686,0.017,13.0,1.042,0.555,1.597,1739.0
21675.0,296.21449,-14.71959, ,18.768,0.064,11.0,17.895,0.07,15.0,17.726,0.199,16.0,0.873,0.169,1.042,1740.0
13368.0,296.21454,-14.82263, ,18.725,0.109,17.0,17.812,0.102,17.0,17.623,0.119,13.0,0.913,0.189,1.102,1741.0
30202.0,296.21457,-14.93038, ,16.633,0.012,12.0,16.124,0.023,15.0,16.027,0.042,13.0,0.509,0.097,0.606,1742.0
40202.0,296.21458,-14.84835, ,15.385,0.013,27.0,14.527,0.023,29.0,14.254,0.015,27.0,0.858,0.273,1.131,1743.0
31465.0,296.21458,-14.94018, ,18.56,0.041,10.0,17.603,0.062,14.0,17.502,0.063,10.0,0.957,0.101,1.058,1744.0
10289.0,296.21459,-14.83737, ,17.072,0.017,13.0,16.113,0.013,12.0,15.811,0.024,15.0,0.959,0.302,1.261,1745.0
13422.0,296.21459,-14.81872, ,19.32,0.187,18.0,18.373,0.22,18.0,17.99,0.117,13.0,0.947,0.383,1.33,1746.0
10466.0,296.2146,-14.78564, ,16.832,0.067,16.0,15.668,0.051,15.0,15.058,0.057,18.0,1.164,0.61,1.774,1747.0
40203.0,296.21462,-14.75062, ,18.196,0.12,27.0,17.273,0.103,31.0,16.649,0.087,31.0,0.923,0.624,1.547,1748.0
31814.0,296.21468,-14.87318, ,18.517,0.047,12.0,17.892,0.084,15.0,17.72,0.092,12.0,0.625,0.172,0.797,1749.0
40204.0,296.21473,-14.74169, ,15.383,0.015,33.0,14.559,0.015,29.0,14.284,0.019,30.0,0.824,0.275,1.099,1750.0
30115.0,296.21475,-14.91307, ,15.571,0.013,13.0,14.873,0.013,15.0,14.724,0.012,12.0,0.698,0.149,0.847,1751.0
14020.0,296.21475,-14.76687, ,18.464,0.072,16.0,17.612,0.05,16.0,17.361,0.148,16.0,0.852,0.251,1.103,1752.0
11876.0,296.21477,-14.83452, ,18.712,0.079,15.0,17.806,0.096,16.0,17.497,0.117,16.0,0.906,0.309,1.215,1753.0
12701.0,296.21481,-14.76486, ,17.899,0.04,14.0,17.159,0.037,14.0,16.928,0.066,18.0,0.74,0.231,0.971,1754.0
30284.0,296.21483,-14.87835, ,16.661,0.017,14.0,16.067,0.013,14.0,15.921,0.037,13.0,0.594,0.146,0.74,1755.0
20275.0,296.21484,-14.70106, ,16.679,0.014,14.0,16.176,0.013,13.0,16.029,0.043,17.0,0.503,0.147,0.65,1756.0
40205.0,296.21484,-14.85666, ,16.784,0.022,31.0,15.866,0.027,30.0,15.585,0.021,27.0,0.918,0.281,1.199,1757.0
12716.0,296.21485,-14.76295, ,18.115,0.048,14.0,17.547,0.081,17.0,17.202,0.066,14.0,0.568,0.345,0.913,1758.0
20497.0,296.21486,-14.7233, ,18.015,0.052,14.0,16.996,0.041,14.0,16.693,0.033,14.0,1.019,0.303,1.322,1759.0
20023.0,296.21487,-14.72245, ,14.566,0.023,16.0,13.703,0.018,15.0,13.39,0.027,17.0,0.863,0.313,1.176,1760.0
12399.0,296.21492,-14.79403, ,17.794,0.031,15.0,16.83,0.028,15.0,16.544,0.019,11.0,0.964,0.286,1.25,1761.0
10474.0,296.21494,-14.78267, ,16.574,0.024,15.0,15.621,0.013,13.0,15.323,0.01,13.0,0.953,0.298,1.251,1762.0
30384.0,296.21497,-14.9444, ,17.726,0.067,14.0,16.837,0.037,13.0,16.597,0.078,12.0,0.889,0.24,1.129,1763.0
21564.0,296.21497,-14.73402, ,18.845,0.064,12.0,18.151,0.109,14.0,17.871,0.138,13.0,0.694,0.28,0.974,1764.0
11189.0,296.21499,-14.78799, ,17.599,0.088,16.0,16.594,0.072,16.0,16.007,0.072,15.0,1.005,0.587,1.592,1765.0
20925.0,296.21501,-14.73262, ,18.023,0.045,15.0,17.124,0.041,16.0,16.854,0.062,13.0,0.899,0.27,1.169,1766.0
40206.0,296.21503,-14.86661, ,16.84,0.021,19.0,16.204,0.036,28.0,15.927,0.018,15.0,0.636,0.277,0.913,1767.0
30048.0,296.21504,-14.94364, ,15.234,0.007,13.0,14.779,0.007,15.0,14.69,0.013,14.0,0.455,0.089,0.544,1768.0
10856.0,296.21507,-14.82506, ,17.147,0.017,15.0,16.387,0.015,12.0,16.188,0.03,16.0,0.76,0.199,0.959,1769.0
11978.0,296.21508,-14.82356, ,17.777,0.05,17.0,17.068,0.033,16.0,16.861,0.067,16.0,0.709,0.207,0.916,1770.0
40207.0,296.21509,-14.84759, ,17.448,0.117,29.0,16.409,0.086,26.0,15.892,0.041,24.0,1.039,0.517,1.556,1771.0
13394.0,296.21511,-14.82081, ,18.841,0.077,14.0,17.991,0.099,16.0,17.736,0.073,12.0,0.85,0.255,1.105,1772.0
13269.0,296.21511,-14.83299, ,18.711,0.112,17.0,17.761,0.064,15.0,17.55,0.094,14.0,0.95,0.211,1.161,1773.0
21340.0,296.21512,-14.6305, ,17.548,0.023,13.0,16.963,0.031,14.0,16.715,0.063,16.0,0.585,0.248,0.833,1774.0
10384.0,296.21514,-14.80949, ,17.423,0.099,17.0,16.132,0.051,16.0,15.371,0.057,17.0,1.291,0.761,2.052,1775.0
20867.0,296.21515,-14.73905, ,18.722,0.137,15.0,17.823,0.072,13.0,17.501,0.043,9.0,0.899,0.322,1.221,1776.0
14033.0,296.21516,-14.76527, ,18.888,0.112,17.0,18.08,0.036,11.0,17.896,0.188,18.0,0.808,0.184,0.992,1777.0
11658.0,296.21517,-14.85785, ,17.969,0.087,17.0,17.12,0.038,12.0,16.909,0.118,16.0,0.849,0.211,1.06,1778.0
13224.0,296.21519,-14.83677, ,18.829,0.099,16.0,17.903,0.07,17.0,17.658,0.108,15.0,0.926,0.245,1.171,1779.0
10157.0,296.2152,-14.81626, ,15.864,0.017,16.0,14.928,0.014,17.0,14.665,0.015,16.0,0.936,0.263,1.199,1780.0
10908.0,296.21521,-14.81949, ,17.618,0.041,16.0,16.687,0.033,17.0,16.337,0.014,10.0,0.931,0.35,1.281,1781.0
21215.0,296.21523,-14.67842, ,18.683,0.076,13.0,17.836,0.08,15.0,17.501,0.18,16.0,0.847,0.335,1.182,1782.0
11269.0,296.21524,-14.78005, ,17.365,0.179,18.0,16.427,0.088,15.0,16.061,0.07,17.0,0.938,0.366,1.304,1783.0
20258.0,296.21529,-14.71414, ,16.742,0.02,15.0,15.746,0.01,12.0,15.425,0.04,17.0,0.996,0.321,1.317,1784.0
